batteryId,occupant,isMisplaced,createdAt,updatedAt,deletedAt
B505831,D185241,FALSE,2026-01-30 18:05:35,2026-01-30 18:05:35,null
B582086,P4735,FALSE,2026-01-30 18:05:35,2026-01-30 18:05:35,null
B593622,D185241,FALSE,2026-01-30 18:05:35,2026-01-30 18:05:35,null
B753776,P4956,FALSE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B705448,D175635,TRUE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B704780,P4956,FALSE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B705688,D175635,TRUE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B580238,D175635,FALSE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B582057,D175635,FALSE,2026-01-30 18:05:50,2026-01-30 18:05:50,null
B530176,P1532,FALSE,2026-01-30 18:05:53,2026-01-30 18:05:53,null
B838737,P1532,FALSE,2026-01-30 18:05:53,2026-01-30 18:05:53,null
B167871,D101158,FALSE,2026-01-30 18:05:53,2026-01-30 18:05:53,null
B208112,D101158,FALSE,2026-01-30 18:05:53,2026-01-30 18:05:53,null
B818184,P1485,FALSE,2026-01-30 18:06:26,2026-01-30 18:06:26,null
B620931,D81716,FALSE,2026-01-30 18:06:26,2026-01-30 18:06:26,null
